user_id_reviews,posted,recommend
UTNerd24,"September 29, 2015",True
UTNerd24,"September 08, 2014",True
UTNerd24,"December 15, 2013",True
sandwiches1,"November 23, 2015",False
76561198138053270,"June 01, 2014",True
lucaswerg,"July 11, 2014",True
lucaswerg,"November 14, 2014",True
Life-Of-Blu,"November 13, 2015",True
Life-Of-Blu,"December 15, 2013",True
CaptianAutismo,"December 17, 2015",True
76561198075895633,"October 26, 2014",True
TheDropix101,,True
kube134,"June 28, 2014",True
iamthekingofbrowntown,"September 12, 2015",False
iamthekingofbrowntown,"September 13, 2015",True
iamthekingofbrowntown,,True
iamthekingofbrowntown,"October 14, 2015",True
MainScout,,True
yookobz,"November 19, 2015",True
yookobz,"June 25, 2013",True
Posiblydead,"April 11, 2014",True
Posiblydead,"February 22, 2014",True
Posiblydead,"September 24, 2012",True
Mossy_Gaming,"September 26, 2015",True
76561198102421718,"June 12, 2015",True
76561198102421718,"August 03, 2015",True
76561198102421718,"June 26, 2015",True
76561198087407319,"January 15, 2014",True
76561198056741844,"October 14, 2014",True
sad-commie,,True
sad-commie,"July 09, 2014",True
sad-commie,"March 13, 2014",True
76561198030567998,"November 11, 2014",True
76561198030567998,"July 21, 2015",True
76561198030567998,"July 05, 2015",True
76561198030567998,"March 12, 2015",True
76561198030567998,"February 23, 2014",True
76561198010674657,,False
76561198010674657,,True
Coldaniel,"March 22, 2015",True
Coldaniel,"August 21, 2014",True
Coldaniel,"March 13, 2015",True
therealmorty,"March 20, 2015",True
therealmorty,"March 07, 2015",True
Berserklejerker,"October 10, 2015",True
76561198061730629,"July 06, 2014",True
YoHuNz,"June 19, 2014",True
YoHuNz,"February 19, 2014",True
possessioniskey,"April 11, 2015",True
possessioniskey,"December 24, 2015",True
possessioniskey,"May 17, 2014",True
76561198093112529,"August 09, 2014",True
76561198060447950,"September 26, 2015",True
whiteofwolfing,"May 22, 2015",True
sergarino,"August 22, 2015",True
76561198081962345,,True
76561198081962345,"April 05, 2014",True
76561198073210139,,True
Nozomikat,"December 30, 2015",True
Nozomikat,"August 01, 2014",True
Nozomikat,"December 26, 2015",True
Nozomikat,"April 14, 2015",True
Nozomikat,"December 30, 2014",True
Nozomikat,"December 04, 2013",True
Nozomikat,,False
Nozomikat,"December 04, 2013",True
xfluttersx,"November 10, 2015",True
xfluttersx,,False
xfluttersx,"August 27, 2012",True
xfluttersx,"February 05, 2014",True
xfluttersx,"January 27, 2013",True
xfluttersx,"August 25, 2015",True
xfluttersx,"August 27, 2012",True
76561198056290589,"December 16, 2014",True
ii_voltage_ii,"June 29, 2014",False
ii_voltage_ii,"April 11, 2015",True
ii_voltage_ii,"March 08, 2014",True
ii_voltage_ii,"November 16, 2013",True
76561198097762318,"November 11, 2015",True
76561198097762318,"December 26, 2014",True
Hirukaz,"January 17, 2013",True
StelerForYou,"July 17, 2015",True
StelerForYou,"December 29, 2013",True
76561198183396245,"May 06, 2015",True
Xx-Woods,,False
Xx-Woods,"January 26, 2015",True
Xx-Woods,"November 16, 2014",True
Xx-Woods,"August 17, 2014",True
Xx-Woods,"July 21, 2014",True
Xx-Woods,"July 19, 2014",True
Xx-Woods,"February 08, 2014",True
Xx-Woods,"January 07, 2014",True
kevinator23,"July 06, 2015",True
kevinator23,"September 06, 2015",True
kevinator23,"April 24, 2014",True
kevinator23,"July 06, 2015",True
kevinator23,"January 27, 2015",True
kevinator23,"January 25, 2015",True
kevinator23,"May 24, 2014",True
kevinator23,"October 20, 2012",True
76561198090715178,"March 28, 2014",True
76561198090715178,"July 09, 2014",True
CatsWhale,"February 23, 2015",True
CatsWhale,"August 29, 2015",True
CatsWhale,"November 23, 2014",True
CatsWhale,"September 09, 2014",True
76561198073784601,"March 26, 2015",True
76561198073784601,,False
mimimomoma,"November 23, 2015",True
76561198102410011,"September 14, 2015",True
de_Butl3r,"October 13, 2014",True
76561198027947401,,True
76561198027947401,,True
Bluezap1,"December 27, 2015",True
Bluezap1,"May 13, 2015",True
Bluezap1,"December 27, 2015",True
Bluezap1,"December 21, 2015",True
76561198074200011,"November 15, 2015",True
jonasdbomb,,True
L1J1N,"June 13, 2014",True
Lord_Exploit,"March 13, 2015",True
Lord_Exploit,"January 07, 2015",True
AVATAR715,"January 02, 2014",False
AVATAR715,"November 18, 2015",True
AVATAR715,"June 01, 2014",True
AVATAR715,"March 18, 2014",True
AVATAR715,"February 16, 2014",True
AVATAR715,"February 25, 2015",True
AVATAR715,"August 15, 2015",True
AVATAR715,"December 25, 2014",True
YieuwMage,,True
76561198078752187,"December 16, 2014",True
A-Very-Sly-Person,"August 14, 2015",True
A-Very-Sly-Person,"November 11, 2014",True
76561198211054671,,True
76561198211054671,,True
76561197994493402,,True
76561197994493402,"March 01, 2015",True
76561197994493402,"November 27, 2014",True
Koolcaz12,,False
76561198065656175,"November 20, 2015",True
76561198188979775,,True
97396295,"August 23, 2014",True
97396295,"June 17, 2014",True
97396295,"July 10, 2014",False
97396295,,False
76561198126640317,"June 15, 2015",True
76561198126640317,"February 14, 2015",True
76561198126640317,"September 12, 2015",True
76561198126640317,"September 12, 2015",True
76561198126640317,"July 01, 2015",True
76561198126640317,"July 01, 2015",True
76561198126640317,"June 15, 2015",True
DemonicWolvz,"January 15, 2015",True
DemonicWolvz,"April 29, 2015",True
DemonicWolvz,"March 29, 2015",True
DemonicWolvz,"November 23, 2014",True
DemonicWolvz,"February 12, 2014",True
DemonicWolvz,"December 26, 2013",True
DieMadchenschanderin,"August 29, 2015",True
DieMadchenschanderin,"October 05, 2015",False
DieMadchenschanderin,,True
DieMadchenschanderin,"June 14, 2013",False
GGargula,,False
GGargula,"November 23, 2015",True
Myther43,,True
getf0kinn0sc0pedm9,"May 31, 2015",True
getf0kinn0sc0pedm9,,False
76561198141443390,"May 03, 2015",True
76561198097333029,,True
whodafuqisthisguilao,"August 06, 2015",True
Magjiikal,"October 05, 2015",True
Magjiikal,"December 17, 2015",True
ohnospaghet,"December 17, 2014",True
ohnospaghet,"September 30, 2014",True
ohnospaghet,"March 10, 2015",True
ohnospaghet,,True
ohnospaghet,,False
ohnospaghet,"March 10, 2015",True
76561198050347115,,True
2768820078,"September 01, 2015",True
2768820078,,False
2768820078,,True
2768820078,"November 18, 2015",True
2768820078,"August 08, 2015",True
2768820078,"July 15, 2015",True
2768820078,"June 12, 2015",False
2768820078,"May 19, 2015",True
2768820078,"May 11, 2015",True
2768820078,"May 02, 2015",True
76561198056392326,,True
76561198056392326,,False
76561198056392326,,False
2d4nk4m3,"August 20, 2014",False
2d4nk4m3,"March 18, 2014",True
76561198078478151,,True
exiaez,,True
76561198095921854,"May 01, 2015",True
EizanAratoFujimaki,"October 28, 2015",True
EizanAratoFujimaki,,False
TeCool,"December 15, 2014",True
TeCool,"December 06, 2014",True
TeCool,"April 11, 2015",True
TeCool,"January 31, 2015",False
2xDelorean,"September 13, 2015",True
2xDelorean,"July 26, 2013",True
2xDelorean,"May 18, 2013",True
2xDelorean,"October 30, 2011",True
washington_,,False
washington_,,True
washington_,,True
washington_,,True
washington_,,True
washington_,"December 13, 2015",True
jewxxl,"May 18, 2015",True
76561198088944293,,True
76561198088944293,,True
76561198088944293,,False
76561198088944293,,False
76561198088944293,"December 13, 2014",True
76561198092540221,"July 31, 2015",True
76561198092540221,"June 29, 2015",True
76561198092540221,"June 29, 2015",True
76561198092540221,"February 12, 2015",True
76561198092540221,"March 29, 2014",True
76561198051258119,"February 04, 2015",True
nubquake123,"April 21, 2014",True
Pyromanic,"February 15, 2013",True
Pyromanic,"February 15, 2013",True
Pyromanic,"February 15, 2013",True
76561198109656922,,True
CobRazor,"August 01, 2015",True
relesprit,"December 27, 2013",True
WitchHunter4542,"July 16, 2014",True
WitchHunter4542,"January 13, 2015",True
WitchHunter4542,"January 11, 2014",True
pwrt,"September 03, 2015",True
pwrt,"January 20, 2014",True
wantmahbody,"May 03, 2014",True
76561198115868847,,False
benedictcuminherbatch,"August 02, 2014",True
76561198031207016,"March 17, 2014",True
76561198043458582,"July 19, 2015",True
76561198043458582,"May 26, 2015",True
76561198043458582,"November 22, 2015",True
76561198043458582,"October 18, 2014",True
smashiroshh,"December 30, 2014",True
shark854,,True
killbunny38,"January 22, 2015",True
killbunny38,"August 20, 2015",False
76561198047630659,"May 14, 2015",False
1337lolroflmao,"April 13, 2015",True
1337lolroflmao,"October 01, 2014",True
1337lolroflmao,"December 28, 2013",True
1337lolroflmao,"December 28, 2013",True
1337lolroflmao,"November 30, 2014",True
1337lolroflmao,"December 28, 2013",True
1337lolroflmao,"December 28, 2013",True
1337lolroflmao,"January 05, 2015",True
1337lolroflmao,"December 23, 2014",True
sithjjf,"September 01, 2015",False
76561198060039459,"October 04, 2014",False
OzfurAtlas,,False
OzfurAtlas,,True
OzfurAtlas,"December 08, 2013",True
76561198065593074,"November 06, 2015",False
76561198065593074,,False
76561198065593074,"September 23, 2015",True
76561198065593074,"May 31, 2014",True
76561198044169764,"June 24, 2015",False
76561198044169764,"July 22, 2015",False
76561198044169764,,True
76561198044169764,"June 03, 2015",True
euzi,"July 26, 2014",True
76561198074935997,,False
76561198074935997,,False
76561198074935997,,True
76561198074935997,,False
76561198074935997,,False
76561198074935997,,False
76561198074935997,,False
76561198074935997,,False
76561197961778802,"April 23, 2014",True
lucasrash,,True
76561198016602703,,False
76561198016602703,,True
thisissohardtomakeoneup,"April 12, 2014",True
76561198087010391,"April 04, 2015",True
66666669999999,"January 05, 2015",False
76561198061174192,"September 14, 2014",True
76561198061174192,"September 14, 2014",True
ReMiXOfficalSteam,"October 12, 2015",True
Wilfire77,"March 22, 2015",True
76561198084390807,"December 01, 2015",True
76561198084390807,"May 10, 2014",True
Mastic,"August 01, 2015",False
Mastic,,True
Mastic,,True
Mastic,"December 30, 2014",True
Mastic,"December 27, 2014",True
Mastic,,False
76561198028286104,"December 26, 2013",True
tarjla,,True
tarjla,"July 13, 2014",True
tarjla,,True
tarjla,"January 28, 2015",True
tarjla,"May 08, 2014",True
tarjla,"November 21, 2013",True
tarjla,"December 07, 2013",True
tarjla,"February 09, 2013",True
tarjla,,True
tarjla,"January 09, 2014",True
deathnz1,,False
deathnz1,,False
deathnz1,"December 26, 2014",True
readingthis4noobs,,True
76561198104393251,"March 13, 2015",True
76561198075322986,,True
redsncrimson,,True
redsncrimson,,True
redsncrimson,,True
redsncrimson,"December 23, 2014",True
redsncrimson,"December 26, 2013",True
redsncrimson,,True
redsncrimson,"May 18, 2013",True
redsncrimson,"January 09, 2013",True
redsncrimson,"November 30, 2012",True
76561198151910904,,True
H1DD3NT3RR0R,"March 10, 2014",True
H1DD3NT3RR0R,"February 27, 2014",True
H1DD3NT3RR0R,"November 25, 2013",True
H1DD3NT3RR0R,"June 11, 2014",True
H1DD3NT3RR0R,"September 04, 2015",False
H1DD3NT3RR0R,"June 18, 2014",True
76561198071214618,"May 11, 2015",True
76561198115115631,"May 22, 2015",True
76561198071175142,"August 10, 2015",True
76561198071175142,"July 07, 2015",True
t8s,"May 13, 2015",True
t8s,"May 02, 2015",True
pikawuu2,,True
pikawuu2,"September 15, 2013",True
Sammeh00,"November 04, 2014",True
Michaelele,"August 07, 2014",True
Michaelele,"June 30, 2014",True
Michaelele,"August 21, 2014",True
Michaelele,"July 16, 2014",True
76561198045754869,"August 07, 2015",True
76561198076098774,"August 02, 2015",True
76561198103253374,"February 24, 2014",True
76561198048417105,"December 28, 2015",True
76561198048417105,"February 27, 2015",True
76561198048417105,,True
76561198048417105,,True
76561198090842891,"January 16, 2015",True
76561198055767971,"June 10, 2015",False
76561197998052647,"November 27, 2014",True
adohya343,,False
76561198145436942,"August 02, 2014",True
jjas01,"November 03, 2014",False
jjas01,"October 17, 2015",False
jjas01,"October 08, 2013",True
jjas01,"December 28, 2015",True
jjas01,"May 08, 2014",True
jjas01,"February 18, 2014",True
jjas01,"October 27, 2013",True
jjas01,"June 04, 2014",True
jjas01,,False
jjas01,,False
3xotic26,"February 26, 2014",True
3xotic26,"February 26, 2014",True
3xotic26,"February 26, 2014",True
3xotic26,"July 15, 2013",True
iamthetrashlord,"June 16, 2015",True
iamthetrashlord,"July 20, 2014",True
3dster,"August 24, 2015",True
76561198079990063,"March 14, 2014",True
Forty-Nine,"August 28, 2014",True
Forty-Nine,,False
76561198051017916,"May 30, 2015",True
76561198051017916,"May 26, 2014",True
L4M1NAS,,True
L4M1NAS,,True
L4M1NAS,"March 05, 2015",True
76561198096766604,,False
76561197995322437,"July 23, 2015",True
imsojipper,"July 07, 2014",True
76561198084542731,"January 16, 2015",True
76561198084542731,"February 16, 2014",True
76561198103671881,"April 11, 2015",True
mrpfresh,,True
mrpfresh,"October 16, 2015",True
mrpfresh,,True
GamerFag,"July 15, 2012",True
GamerFag,"January 27, 2011",True
GamerFag,"January 27, 2011",True
GamerFag,"January 27, 2011",True
GamerFag,"January 27, 2011",True
GamerFag,"December 16, 2010",True
EHS-R3AP3R,"September 09, 2015",False
EHS-R3AP3R,"October 15, 2015",True
EHS-R3AP3R,"November 26, 2013",True
EHS-R3AP3R,"December 12, 2013",True
chidori_647,"December 15, 2013",True
chidori_647,"March 05, 2014",True
chidori_647,"November 30, 2013",False
chidori_647,"December 02, 2013",True
chidori_647,"November 28, 2013",False
76561198092227136,"September 11, 2014",True
76561198092227136,"May 26, 2014",True
hellcat59,"July 18, 2014",True
76561198007584361,"September 10, 2015",True
tbimperator,"May 22, 2012",True
Allahu_Akbar666,"January 17, 2015",True
Allahu_Akbar666,"October 24, 2014",False
ulramite,"October 27, 2014",True
ulramite,"February 08, 2014",True
ulramite,,True
-GM-Dragon,"March 08, 2014",False
-GM-Dragon,"June 10, 2015",True
76561198054040292,"March 13, 2015",True
76561198078799606,"October 01, 2015",False
76561198078799606,"June 29, 2015",True
76561198078799606,"May 02, 2014",True
I_DID_911_JUST_SAYING,,True
I_DID_911_JUST_SAYING,,True
I_DID_911_JUST_SAYING,,True
I_DID_911_JUST_SAYING,,True
I_DID_911_JUST_SAYING,"May 06, 2013",True
750805,,False
750805,,False
diabeticfuck,"August 31, 2015",True
diabeticfuck,"December 28, 2015",True
diabeticfuck,"November 23, 2015",False
diabeticfuck,"September 04, 2015",True
76561198054465623,"January 10, 2015",False
76561198054465623,"January 04, 2014",True
76561198054465623,"April 24, 2015",True
76561198054465623,"February 21, 2014",True
76561198054465623,"July 13, 2015",True
76561198054465623,"April 03, 2014",True
aaropro,"August 29, 2014",True
aaropro,,True
abiam,"November 16, 2014",True
FrankoWalker,"January 04, 2015",True
FrankoWalker,"December 06, 2014",True
FrankoWalker,"May 16, 2014",True
LightfootSword7,"November 26, 2015",False
LightfootSword7,,True
SALTTHEW0UND,"June 12, 2015",True
SALTTHEW0UND,"August 28, 2014",True
SALTTHEW0UND,"May 20, 2014",True
SALTTHEW0UND,"March 25, 2014",True
SALTTHEW0UND,"December 02, 2013",True
SALTTHEW0UND,"November 15, 2015",True
express157,"September 02, 2014",True
76561198074644990,"February 05, 2015",True
76561198074644990,"February 06, 2015",True
76561198074644990,"December 24, 2013",False
76561198064304806,"December 11, 2015",True
TomoeMamiewe,"February 16, 2014",True
TomoeMamiewe,,True
76561198057086148,"January 17, 2015",True
Acidius99,"June 21, 2014",True
Acidius99,,True
Acidius99,,True
Acidius99,"December 30, 2014",True
Acidius99,"July 09, 2015",False
acorn13,"July 31, 2014",True
acorn13,"July 12, 2012",True
acorn13,"May 01, 2015",True
adamcookie,,True
AddzyTheBaddzy,"February 02, 2015",True
AddzyTheBaddzy,"December 16, 2013",True
mrfunkyjunkie,"January 05, 2014",True
mrfunkyjunkie,"November 23, 2014",True
mrfunkyjunkie,"March 11, 2015",True
mradobe7,,False
76561198167207237,,True
76561198167207237,"December 25, 2015",True
76561198167207237,"November 29, 2015",True
76561198167207237,"November 06, 2015",True
cancerkek,"February 27, 2015",True
76561198073508075,"April 13, 2014",True
76561198073508075,,True
76561198073508075,"June 07, 2014",True
76561198074323290,,False
76561198074323290,,False
76561198090899557,,False
advenger95,"June 05, 2015",True
advenger95,"September 02, 2015",True
advenger95,"June 05, 2015",True
EndAtHallow,"January 15, 2015",True
76561198063624801,"January 12, 2014",True
aeryal,"May 03, 2014",True
76561198070263209,"December 13, 2013",True
76561198015968275,"September 06, 2015",True
Agiegamma,"February 12, 2014",True
76561198082614708,"April 28, 2014",True
Agronoth,"February 09, 2014",True
Agronoth,"April 24, 2015",True
Agronoth,"March 21, 2015",True
Agronoth,"February 28, 2015",True
Agronoth,"July 15, 2015",False
UnholyFallenAngel,"October 07, 2014",True
UnholyFallenAngel,"December 22, 2015",True
UnholyFallenAngel,"May 06, 2014",True
76561198068565589,"February 22, 2014",True
76561198068565589,"July 18, 2015",True
76561198068565589,"October 24, 2014",False
SlutOnTheSpit,"January 02, 2014",True
WestyGaming,"June 07, 2014",True
NaruseAiria,"October 28, 2014",True
NaruseAiria,"October 15, 2014",True
NaruseAiria,"December 20, 2013",True
NaruseAiria,"December 06, 2013",True
76561198067713802,"September 27, 2015",True
76561198067713802,"March 28, 2015",True
76561198187212131,,True
76561198044678148,,True
76561198044678148,,True
Alex680,"April 25, 2014",True
alansiulun,"November 01, 2014",True
alansiulun,"May 21, 2015",True
Albolah,"December 29, 2015",True
Albolah,"October 18, 2015",True
Albolah,"December 30, 2015",True
76561198003056556,,False
76561198003056556,"August 15, 2014",True
maxpaynepillkiller,,True
maxpaynepillkiller,"December 30, 2015",True
maxpaynepillkiller,,True
maxpaynepillkiller,,True
maxpaynepillkiller,"October 07, 2015",True
maxpaynepillkiller,,False
AlexNoClutch,"June 05, 2015",False
Alexwai04,"January 09, 2015",True
76561198095481910,"February 01, 2014",True
76561198164545985,,True
AlkalineDeath,"March 02, 2015",True
AlkalineDeath,"October 16, 2014",True
76561198075935236,"January 26, 2015",True
76561198075935236,"August 27, 2015",True
mintifreshbadger,"November 09, 2015",True
AlpacaRevolution,,True
AlpacaRevolution,"October 02, 2014",True
AlpacaRevolution,"September 13, 2015",False
AlphaBryn444,,True
76561198071952798,,True
76561198071952798,,False
76561198071952798,,True
76561198071952798,"November 29, 2013",True
76561198009001563,"September 03, 2014",True
76561198016753953,"March 21, 2014",True
76561198016753953,"January 27, 2014",True
smegmyfoodle,"February 03, 2015",True
smegmyfoodle,"January 22, 2015",True
76561198057869849,"June 01, 2015",True
76561198058836921,"January 17, 2015",True
lol_ursuchanoob,"August 08, 2014",True
lol_ursuchanoob,"April 17, 2014",True
lol_ursuchanoob,"March 12, 2014",True
lol_ursuchanoob,"January 23, 2014",True
AMV72,"January 21, 2013",True
AMV72,"September 27, 2012",False
AMV72,"November 25, 2013",True
AMV72,"November 25, 2013",True
AMV72,"July 19, 2012",True
76561198069170979,"June 26, 2015",True
76561198085956238,,False
76561198085956238,,False
76561198085956238,,True
76561198085956238,,False
76561198132540690,"May 26, 2015",True
76561198132540690,"March 05, 2015",True
711armageddoncarmageddon,"July 04, 2015",True
711armageddoncarmageddon,"July 03, 2015",True
711armageddoncarmageddon,"July 03, 2015",True
76561198034868596,,True
Andraison,"July 31, 2015",True
76561198055790408,"December 06, 2013",True
76561198069560699,"December 30, 2013",True
76561198069560699,"December 16, 2013",True
76561198069560699,"November 28, 2013",True
76561198069560699,"March 26, 2014",True
76561198099625419,"May 08, 2014",True
76561198099625419,"May 08, 2014",True
76561198099625419,"December 22, 2013",True
76561198099625419,"December 20, 2013",True
76561198099625419,"November 28, 2013",True
76561198084032274,"October 29, 2014",False
76561198084032274,"September 29, 2014",False
Angrovar,"August 16, 2014",True
Angrovar,"November 11, 2015",True
AngryAinsley,"August 01, 2015",True
AngryAinsley,"August 01, 2015",True
AngryAinsley,"July 24, 2015",True
AngryAinsley,"April 07, 2015",True
uradumbtit,"May 29, 2014",True
uradumbtit,"August 04, 2014",True
76561198037038784,,True
IKillNoobsFirst,"March 27, 2015",True
76561198037888300,"September 12, 2015",True
1234865654,"June 29, 2014",True
76561198040925596,,True
76561198084123358,"February 07, 2015",True
Apachehavoc,"October 31, 2014",False
ApexNZ,"February 03, 2014",True
ApexNZ,"May 09, 2014",True
ApexNZ,"February 09, 2014",True
ApexNZ,"August 19, 2014",True
ApexNZ,"February 28, 2015",True
76561198039441595,"June 09, 2014",False
76561198039441595,"January 23, 2015",False
76561198039441595,"June 20, 2014",False
76561198039441595,"May 31, 2014",False
76561198039441595,"May 07, 2014",False
76561198039441595,"November 20, 2015",True
76561198039441595,"May 06, 2015",True
76561198039441595,"November 18, 2014",False
76561198039441595,"May 31, 2014",True
76561198036687918,"December 20, 2015",True
benjamin27,"November 20, 2015",True
benjamin27,"July 19, 2014",True
AppoGetsSuperAdmin,"June 26, 2015",True
AppoGetsSuperAdmin,"August 29, 2015",False
AppoGetsSuperAdmin,"August 08, 2015",True
76561198071475367,,True
76561198049916759,"July 02, 2015",True
76561198049916759,"September 11, 2015",True
76561198065064829,,True
XABLAUziitu,"December 22, 2015",False
XABLAUziitu,"October 17, 2015",True
XABLAUziitu,"February 15, 2013",True
XABLAUziitu,"January 24, 2013",True
76561198012909706,"December 07, 2013",True
dragonchief,"January 10, 2014",False
76561198040530605,,True
76561198040530605,,True
76561198040530605,,True
76561198040530605,,True
76561198040530605,"June 27, 2014",True
76561198040530605,"June 09, 2014",True
76561198040530605,"January 01, 2014",True
76561198040530605,"December 30, 2011",True
76561197974500703,"July 15, 2012",True
76561197974500703,"June 17, 2012",True
76561197974500703,"June 17, 2012",True
76561197974500703,"January 28, 2012",True
76561197974500703,"January 28, 2012",True
76561197974500703,"December 27, 2011",False
76561197974500703,"December 20, 2011",True
76561197974500703,"December 20, 2011",True
76561197974500703,"December 28, 2010",True
76561197974500703,"December 28, 2010",True
76561198047185525,"March 20, 2014",True
76561198047185525,"June 27, 2014",True
76561198047185525,"December 16, 2013",True
sweep6060,,True
bilyitu,"October 06, 2014",True
bilyitu,"September 08, 2014",True
76561198021244661,"April 15, 2014",True
76561198088538797,"September 01, 2015",True
deployablearchnagel,"May 30, 2014",True
rotflmaoman,"November 06, 2015",True
armouredmarshmallow,,True
armouredmarshmallow,,True
armouredmarshmallow,"November 08, 2015",True
armouredmarshmallow,"May 24, 2015",True
armouredmarshmallow,,True
armouredmarshmallow,,True
armouredmarshmallow,,True
armouredmarshmallow,,True
armouredmarshmallow,,True
armouredmarshmallow,"May 24, 2015",True
76561198020928326,"July 01, 2014",True
Array71,"September 27, 2014",False
Array71,"June 24, 2014",True
76561198039874575,"February 01, 2014",True
arronlim13,"May 28, 2015",True
ARTHERDUNGER10,"April 13, 2015",True
Mackus1011,"December 06, 2013",True
Mackus1011,"August 31, 2015",True
Mackus1011,"June 18, 2015",True
Mackus1011,"October 18, 2014",True
76561198041877981,"January 09, 2014",False
76561198041877981,"February 28, 2014",True
ARZARNAR,,True
darkmassieh,,True
darkmassieh,,True
darkmassieh,,True
darkmassieh,"May 09, 2015",True
darkmassieh,"April 21, 2015",True
darkmassieh,,True
darkmassieh,,True
darkmassieh,"August 06, 2015",True
darkmassieh,"July 30, 2015",True
darkmassieh,"January 08, 2015",False
asianturtlefrenzy,"December 27, 2015",True
asianturtlefrenzy,"December 27, 2015",True
asianturtlefrenzy,"December 27, 2015",True
asianturtlefrenzy,,True
asianturtlefrenzy,"December 27, 2015",True
asianturtlefrenzy,"December 26, 2015",True
asianturtlefrenzy,"December 22, 2015",True
asianturtlefrenzy,"July 07, 2015",True
asianturtlefrenzy,"June 30, 2015",True
asianturtlefrenzy,"May 16, 2014",True
blowjobsfurdayzandgayz,"January 12, 2015",True
blowjobsfurdayzandgayz,,False
blowjobsfurdayzandgayz,"November 22, 2015",True
blowjobsfurdayzandgayz,"March 30, 2015",False
76561198082992295,"June 02, 2014",True
76561198082992295,"May 28, 2014",True
76561198082992295,"May 28, 2014",True
76561198082992295,,True
LaLocaDeLosDulces,"June 27, 2015",True
76561198064352761,"March 14, 2014",True
assassin_warman,,True
assassin_warman,"June 25, 2015",True
